window,t_start,t_end,action,dominance,window_age_ms,ingestion_latency_ms,decode_time_us,interval_ms,up,down,total_spikes_so_far
21,0.4199333333333335,0.4299333333333335,HOLD,-0.3333,44.4258,,2.83,0.0175,0,0,19
22,0.4299333333333335,0.4399333333333335,HOLD,-0.3333,34.4317,,2.17,0.0065,0,0,19
23,0.4399333333333335,0.4499333333333335,HOLD,0.0,24.4366,,2.46,0.0047,0,0,19
24,0.4499333333333335,0.4599333333333335,HOLD,0.0,14.441,,2.08,0.0048,0,0,19
25,0.4599333333333335,0.46993333333333354,HOLD,0.0,4.4453,,1.96,0.0044,0,0,19
26,0.46993333333333354,0.47993333333333354,HOLD,-0.3333,-5.5501,,2.12,0.0045,0,1,19
27,0.47993333333333354,0.48993333333333355,HOLD,-0.3333,26.6988,0.0713,15.42,42.2356,1,1,23
28,0.48993333333333355,0.49993333333333356,HOLD,-0.3333,16.7097,,3.21,0.0231,0,0,23
29,0.49993333333333356,0.5099333333333336,HOLD,0.0,6.7168,,2.79,0.0075,0,0,23
30,0.5099333333333336,0.5199333333333336,HOLD,-0.6667,-3.2782,,2.25,0.0055,0,2,23
31,0.5199333333333336,0.5299333333333336,HOLD,-0.6667,-13.2739,,2.08,0.0045,0,0,23
32,0.5299333333333336,0.5399333333333336,HOLD,-0.6667,-23.2695,,2.08,0.0044,0,0,23
33,0.5399333333333336,0.5499333333333336,HOLD,-0.6667,9.3558,0.0367,11.58,42.6157,0,2,24
34,0.5499333333333336,0.5599333333333336,HOLD,-1.0,42.7465,0.0793,15.79,43.3865,0,1,27
35,0.5599333333333336,0.5699333333333336,HOLD,-1.0,32.7592,,3.88,0.0246,0,0,27
36,0.5699333333333336,0.5799333333333336,HOLD,-0.3333,22.767,,2.96,0.0088,0,0,27
37,0.5799333333333336,0.5899333333333336,HOLD,0.0,12.7724,,2.42,0.0059,0,0,27
38,0.5899333333333336,0.5999333333333337,HOLD,-0.3333,2.7768,,2.17,0.0047,0,1,27
39,0.5999333333333337,0.6099333333333337,HOLD,-0.3333,-7.2188,,2.12,0.0044,0,0,27
40,0.6099333333333337,0.6199333333333337,HOLD,-0.3333,-17.2145,,2.08,0.0043,0,0,27
41,0.6199333333333337,0.6299333333333337,HOLD,-0.3333,-27.2101,,2.21,0.0043,0,1,27
42,0.6299333333333337,0.6399333333333337,HOLD,0.0,5.4987,0.0435,13.04,42.698,1,0,28
43,0.6399333333333337,0.6499333333333337,HOLD,0.0,-4.4728,,20.08,0.0215,0,0,28
44,0.6499333333333337,0.6599333333333337,HOLD,0.3333,-14.4592,,5.46,0.0282,0,0,28
45,0.6599333333333337,0.6699333333333337,HOLD,0.3333,60.3469,0.1142,28.42,84.7831,1,0,29
46,0.6699333333333337,0.6799333333333337,HOLD,0.3333,50.3711,,6.46,0.0462,0,0,29
47,0.6799333333333337,0.6899333333333337,HOLD,0.3333,40.3838,,5.33,0.0138,0,0,29
48,0.6899333333333337,0.6999333333333337,HOLD,0.0,30.3948,,5.54,0.0109,0,0,29
49,0.6999333333333337,0.7099333333333337,HOLD,0.0,20.4052,,4.88,0.011,0,0,29
50,0.7099333333333337,0.7199333333333338,HOLD,0.0,10.4148,,4.79,0.0097,0,0,29
51,0.7199333333333338,0.7299333333333338,HOLD,0.0,0.4819,,7.71,0.0642,0,0,29
52,0.7299333333333338,0.7399333333333338,HOLD,0.0,-9.507,,4.96,0.0138,0,0,29
53,0.7399333333333338,0.7499333333333338,HOLD,0.0,-19.4935,,4.79,0.0137,0,0,29
54,0.7499333333333338,0.7599333333333338,HOLD,0.0,-29.4825,,4.71,0.0111,0,0,29
55,0.7599333333333338,0.7699333333333338,HOLD,0.3333,173.32,0.1087,14.54,212.7927,1,0,31
56,0.7699333333333338,0.7799333333333338,HOLD,0.3333,163.3306,,2.96,0.0222,0,0,31
57,0.7799333333333338,0.7899333333333338,HOLD,0.3333,153.3371,,2.17,0.0072,0,0,31
58,0.7899333333333338,0.7999333333333338,HOLD,0.0,143.3428,,3.29,0.0046,0,0,31
59,0.7999333333333338,0.8099333333333338,HOLD,0.0,133.3474,,2.08,0.0057,0,0,31
60,0.8099333333333338,0.8199333333333338,HOLD,0.0,123.3555,,6.0,0.0042,0,0,31
61,0.8199333333333338,0.8299333333333339,HOLD,0.0,113.3602,,2.17,0.0085,0,0,31
62,0.8299333333333339,0.8399333333333339,HOLD,0.0,103.3643,,1.92,0.0044,0,0,31
63,0.8399333333333339,0.8499333333333339,HOLD,0.0,93.3685,,2.04,0.004,0,0,31
64,0.8499333333333339,0.8599333333333339,HOLD,0.0,83.3727,,1.96,0.0043,0,0,31
65,0.8599333333333339,0.8699333333333339,HOLD,0.0,73.3767,,1.88,0.0041,0,0,31
66,0.8699333333333339,0.8799333333333339,HOLD,0.0,63.3821,,2.0,0.0053,0,0,31
67,0.8799333333333339,0.8899333333333339,HOLD,0.0,53.3865,,2.0,0.0044,0,0,31
68,0.8899333333333339,0.8999333333333339,HOLD,0.0,43.3905,,1.87,0.0041,0,0,31
69,0.8999333333333339,0.9099333333333339,HOLD,0.0,33.3945,,2.0,0.0039,0,0,31
70,0.9099333333333339,0.9199333333333339,HOLD,0.0,23.3985,,1.88,0.0041,0,0,31
71,0.9199333333333339,0.929933333333334,HOLD,0.0,13.4026,,1.87,0.0041,0,0,31
72,0.929933333333334,0.939933333333334,HOLD,0.0,3.4067,,2.0,0.004,0,0,31
73,0.939933333333334,0.949933333333334,HOLD,0.0,-6.5891,,1.96,0.0042,0,0,31
74,0.949933333333334,0.959933333333334,HOLD,0.0,-16.585,,1.96,0.0041,0,0,31
75,0.959933333333334,0.969933333333334,HOLD,0.0,-26.581,,1.87,0.004,0,0,31
76,0.969933333333334,0.979933333333334,HOLD,-0.3333,-36.5767,,2.08,0.0041,0,1,31
77,0.979933333333334,0.989933333333334,HOLD,0.0,-4.0957,0.0534,12.96,42.4701,2,1,36
78,0.989933333333334,0.999933333333334,HOLD,-0.3333,-14.0834,,3.25,0.0221,0,1,36
79,0.999933333333334,1.009933333333334,HOLD,0.0,-24.0755,,2.92,0.0083,0,0,36
80,1.009933333333334,1.019933333333334,HOLD,-0.6667,-34.0695,,2.71,0.0062,0,1,36
81,1.019933333333334,1.029933333333334,HOLD,-0.6667,-0.1521,0.0514,13.04,43.907,0,1,39
82,1.029933333333334,1.039933333333334,HOLD,-0.6667,-10.1389,,4.13,0.0221,1,1,39
83,1.039933333333334,1.049933333333334,HOLD,-0.3333,-20.1309,,3.29,0.0088,0,0,39
84,1.049933333333334,1.059933333333334,HOLD,0.3333,11.2451,0.1006,33.29,41.346,1,0,42
85,1.059933333333334,1.069933333333334,HOLD,0.3333,1.2648,,5.54,0.0475,0,0,42
86,1.069933333333334,1.079933333333334,HOLD,0.0,35.4848,0.1829,27.75,44.1977,1,2,44
87,1.079933333333334,1.089933333333334,HOLD,-0.3333,25.5041,,5.71,0.0414,0,0,44
88,1.089933333333334,1.099933333333334,HOLD,-0.3333,15.5155,,4.46,0.0126,0,0,44
89,1.099933333333334,1.109933333333334,HOLD,0.0,5.5244,,4.17,0.0093,0,0,44
90,1.109933333333334,1.1199333333333341,HOLD,0.3333,-4.4669,,4.12,0.0088,1,0,44
91,1.1199333333333341,1.1299333333333341,HOLD,0.3333,-14.4588,,3.92,0.0083,0,0,44
92,1.1299333333333341,1.1399333333333341,HOLD,0.3333,-24.4506,,4.12,0.008,0,0,44
93,1.1399333333333341,1.1499333333333341,HOLD,-0.3333,7.3978,0.0947,28.29,41.8242,0,1,48
94,1.1499333333333341,1.1599333333333341,HOLD,-0.3333,-2.5627,,6.17,0.0616,0,0,48
95,1.1599333333333341,1.1699333333333342,HOLD,-0.3333,-12.5515,,4.42,0.013,1,1,48
96,1.1699333333333342,1.1799333333333342,HOLD,-0.6667,19.894,0.1076,27.92,42.422,0,2,52
97,1.1799333333333342,1.1899333333333342,HOLD,-0.6667,9.9121,,5.38,0.0406,0,0,52
98,1.1899333333333342,1.1999333333333342,HOLD,-0.6667,-0.0768,,4.33,0.0122,0,0,52
99,1.1999333333333342,1.2099333333333342,HOLD,0.3333,-10.0678,,4.21,0.0091,1,0,52
100,1.2099333333333342,1.2199333333333342,HOLD,0.6667,-20.0594,,3.88,0.0087,1,0,52
101,1.2199333333333342,1.2299333333333342,HOLD,0.0,12.8901,0.0816,24.46,42.929,0,2,53
102,1.2299333333333342,1.2399333333333342,HOLD,-0.3333,2.9086,,5.58,0.0373,0,0,53
103,1.2399333333333342,1.2499333333333342,HOLD,-0.6667,-7.081,,4.17,0.0119,0,0,53
104,1.2499333333333342,1.2599333333333342,HOLD,0.0,-17.0723,,4.12,0.0087,0,0,53
105,1.2599333333333342,1.2699333333333342,HOLD,-0.3333,58.8819,0.156,56.92,85.9014,0,1,55
106,1.2699333333333342,1.2799333333333343,HOLD,-0.3333,48.909,,6.17,0.0779,0,0,55
107,1.2799333333333343,1.2899333333333343,HOLD,-0.3333,38.9203,,4.54,0.0128,0,0,55
108,1.2899333333333343,1.2999333333333343,HOLD,0.0,28.9293,,4.5,0.0091,0,0,55
109,1.2999333333333343,1.3099333333333343,HOLD,0.0,18.938,,4.08,0.009,0,0,55
110,1.3099333333333343,1.3199333333333343,HOLD,0.0,8.9624,,4.83,0.0237,0,0,55
111,1.3199333333333343,1.3299333333333343,HOLD,0.0,-1.0288,,3.88,0.0097,0,0,55
112,1.3299333333333343,1.3399333333333343,HOLD,-0.3333,-11.0205,,4.08,0.0082,0,1,55
113,1.3399333333333343,1.3499333333333343,HOLD,-0.3333,-21.0125,,3.88,0.0081,0,0,55
114,1.3499333333333343,1.3599333333333343,HOLD,-0.3333,-31.0044,,3.96,0.008,0,0,55
115,1.3599333333333343,1.3699333333333343,HOLD,-0.3333,0.2288,0.0594,15.17,41.222,0,1,57
116,1.3699333333333343,1.3799333333333343,HOLD,-0.3333,-9.7608,,3.04,0.0226,0,0,57
117,1.3799333333333343,1.3899333333333344,HOLD,-0.3333,-19.7541,,2.37,0.0073,0,0,57
118,1.3899333333333344,1.3999333333333344,HOLD,0.0,-29.7492,,2.42,0.0049,0,0,57
119,1.3999333333333344,1.4099333333333344,HOLD,0.0,3.4722,0.059,17.08,43.2067,1,1,58
120,1.4099333333333344,1.4199333333333344,HOLD,0.0,-6.5166,,2.87,0.0254,0,0,58
121,1.4199333333333344,1.4299333333333344,HOLD,-0.3333,68.653,0.0938,27.25,85.1452,0,1,59
122,1.4299333333333344,1.4399333333333344,HOLD,-0.3333,58.6694,,7.75,0.0359,0,0,59
123,1.4399333333333344,1.4499333333333344,HOLD,-0.3333,48.6766,,2.37,0.0126,0,0,59
124,1.4499333333333344,1.4599333333333344,HOLD,0.0,38.6818,,2.58,0.005,0,0,59
125,1.4599333333333344,1.4699333333333344,HOLD,0.0,28.6863,,2.13,0.005,0,0,59
126,1.4699333333333344,1.4799333333333344,HOLD,0.0,18.6908,,1.96,0.0046,0,0,59
127,1.4799333333333344,1.4899333333333344,HOLD,0.0,8.6949,,1.96,0.0041,0,0,59
128,1.4899333333333344,1.4999333333333345,HOLD,0.0,-1.3009,,2.04,0.0042,0,0,59
129,1.4999333333333345,1.5099333333333345,HOLD,0.0,-11.2966,,1.96,0.0043,0,0,59
130,1.5099333333333345,1.5199333333333345,HOLD,0.0,-21.2858,,2.04,0.0107,0,0,59
131,1.5199333333333345,1.5299333333333345,HOLD,-0.3333,11.269,0.0747,16.42,42.5404,0,1,62
132,1.5299333333333345,1.5399333333333345,HOLD,-0.3333,1.2801,,3.33,0.0242,0,0,62
133,1.5399333333333345,1.5499333333333345,HOLD,-0.3333,-8.7096,,2.71,0.0109,0,0,62
134,1.5499333333333345,1.5599333333333345,HOLD,0.0,-18.7045,,2.42,0.0055,1,1,62
135,1.5599333333333345,1.5699333333333345,HOLD,0.0,-28.7,,2.0,0.0048,0,0,62
136,1.5699333333333345,1.5799333333333345,HOLD,-0.3333,4.041,0.0603,15.13,42.728,0,1,64
137,1.5799333333333345,1.5899333333333345,HOLD,-0.6667,-5.9482,,3.04,0.0228,0,1,64
138,1.5899333333333345,1.5999333333333345,HOLD,-0.6667,-15.9418,,2.21,0.0072,0,0,64
139,1.5999333333333345,1.6099333333333345,HOLD,-0.6667,16.3617,0.046,13.92,42.2918,0,1,65
140,1.6099333333333345,1.6199333333333346,HOLD,-0.3333,6.3755,,3.29,0.0245,0,0,65
141,1.6199333333333346,1.6299333333333346,HOLD,-0.3333,-3.6182,,2.46,0.0071,0,0,65
142,1.6299333333333346,1.6399333333333346,HOLD,0.0,-13.613,,2.5,0.0051,0,0,65
143,1.6399333333333346,1.6499333333333346,HOLD,-0.3333,61.8213,0.0705,18.04,85.4188,0,1,67
144,1.6499333333333346,1.6599333333333346,HOLD,-0.3333,51.8323,,3.17,0.0259,0,0,67
145,1.6599333333333346,1.6699333333333346,HOLD,-0.3333,41.8388,,2.21,0.0074,0,0,67
146,1.6699333333333346,1.6799333333333346,HOLD,0.0,31.8435,,2.37,0.0046,0,0,67
147,1.6799333333333346,1.6899333333333346,HOLD,0.0,21.8479,,2.04,0.0047,0,0,67
148,1.6899333333333346,1.6999333333333346,HOLD,0.0,11.852,,2.0,0.0041,0,0,67
149,1.6999333333333346,1.7099333333333346,HOLD,0.0,1.8561,,1.92,0.0042,0,0,67
150,1.7099333333333346,1.7199333333333346,HOLD,-0.3333,-8.1258,,2.42,0.0176,0,1,67
151,1.7199333333333346,1.7299333333333347,HOLD,-0.3333,-18.0638,,28.87,0.0356,0,0,67
152,1.7299333333333347,1.7399333333333347,HOLD,-0.3333,-28.0424,,10.75,0.0395,0,0,67
153,1.7399333333333347,1.7499333333333347,HOLD,-0.3333,4.4257,0.0422,10.5,42.4683,0,1,70
154,1.7499333333333347,1.7599333333333347,HOLD,-0.3333,-5.5648,,2.92,0.0171,0,0,70
155,1.7599333333333347,1.7699333333333347,HOLD,-0.3333,-15.5592,,2.21,0.0063,0,0,70
156,1.7699333333333347,1.7799333333333347,HOLD,0.0,-25.5545,,2.25,0.0047,0,0,70
157,1.7799333333333347,1.7899333333333347,HOLD,-0.3333,6.3911,0.021,6.17,41.9417,1,2,71
158,1.7899333333333347,1.7999333333333347,HOLD,-0.6667,211.168,0.1498,25.42,214.7576,0,1,75
159,1.7999333333333347,1.8099333333333347,HOLD,-0.6667,201.1959,,5.67,0.0477,0,0,75
160,1.8099333333333347,1.8199333333333347,HOLD,-0.3333,191.2071,,4.79,0.0121,0,0,75
161,1.8199333333333347,1.8299333333333347,HOLD,0.0,181.2163,,4.62,0.0094,0,0,75
162,1.8299333333333347,1.8399333333333348,HOLD,0.0,171.2253,,4.0,0.0095,0,0,75
163,1.8399333333333348,1.8499333333333348,HOLD,0.0,161.2333,,3.79,0.0083,0,0,75
164,1.8499333333333348,1.8599333333333348,HOLD,0.0,151.241,,3.83,0.0077,0,0,75
165,1.8599333333333348,1.8699333333333348,HOLD,0.0,141.2488,,3.92,0.0077,0,0,75
166,1.8699333333333348,1.8799333333333348,HOLD,0.0,131.2568,,3.67,0.0082,0,0,75
167,1.8799333333333348,1.8899333333333348,HOLD,0.0,121.2642,,3.58,0.0075,0,0,75
168,1.8899333333333348,1.8999333333333348,HOLD,0.0,111.2717,,3.75,0.0073,0,0,75
169,1.8999333333333348,1.9099333333333348,HOLD,0.0,101.279,,3.67,0.0075,0,0,75
170,1.9099333333333348,1.9199333333333348,HOLD,0.0,91.2869,,3.75,0.0078,0,0,75
171,1.9199333333333348,1.9299333333333348,HOLD,0.0,81.2945,,3.71,0.0076,0,0,75
172,1.9299333333333348,1.9399333333333348,HOLD,0.0,71.3021,,3.58,0.0078,0,0,75
173,1.9399333333333348,1.9499333333333349,HOLD,0.0,61.3266,,4.46,0.0236,0,0,75
174,1.9499333333333349,1.9599333333333349,HOLD,0.0,51.349,,4.21,0.0227,0,0,75
175,1.9599333333333349,1.9699333333333349,HOLD,0.0,41.3574,,3.83,0.0088,0,0,75
176,1.9699333333333349,1.9799333333333349,HOLD,0.0,31.365,,3.83,0.0076,0,0,75
177,1.9799333333333349,1.9899333333333349,HOLD,0.0,21.3726,,3.71,0.0077,0,0,75
178,1.9899333333333349,1.999933333333335,HOLD,0.0,11.3802,,3.58,0.0078,0,0,75
179,1.999933333333335,2.009933333333335,HOLD,0.3333,1.388,,4.0,0.0074,1,0,75
180,2.009933333333335,2.0199333333333347,HOLD,0.0,-8.6045,,3.71,0.0078,0,1,75
181,2.0199333333333347,2.0299333333333345,HOLD,0.3333,-18.5969,,3.83,0.0074,1,0,75
182,2.0299333333333345,2.0399333333333343,HOLD,0.0,-28.5894,,3.58,0.0078,0,0,75
183,2.0399333333333343,2.049933333333334,HOLD,0.6667,3.2814,0.1004,26.21,41.8481,1,0,79
184,2.049933333333334,2.059933333333334,HOLD,0.0,-6.6998,,5.42,0.0396,0,1,79
185,2.059933333333334,2.0699333333333336,HOLD,0.0,-16.68,,4.54,0.0206,0,0,79
186,2.0699333333333336,2.0799333333333334,HOLD,-0.6667,-26.6707,,4.38,0.0095,0,1,79
187,2.0799333333333334,2.089933333333333,HOLD,-0.6667,-36.6626,,3.79,0.0088,0,1,79
188,2.089933333333333,2.099933333333333,HOLD,0.0,-3.0526,0.1364,31.13,43.5827,2,0,83
189,2.099933333333333,2.1099333333333328,HOLD,0.3333,-13.0322,,5.75,0.0457,0,0,83
190,2.1099333333333328,2.1199333333333326,HOLD,0.3333,-22.9893,,11.21,0.0375,0,1,83
191,2.1199333333333326,2.1299333333333323,HOLD,-0.3333,8.0572,0.1193,34.0,41.0237,1,1,87
192,2.1299333333333323,2.139933333333332,HOLD,-0.6667,-1.9234,,5.67,0.0478,0,1,87
193,2.139933333333332,2.149933333333332,HOLD,-0.6667,-11.9122,,4.46,0.0123,0,1,87
194,2.149933333333332,2.1599333333333317,HOLD,-0.6667,-21.9027,,4.29,0.0097,0,0,87
195,2.1599333333333317,2.1699333333333315,HOLD,-0.6667,-31.8946,,3.79,0.0086,0,1,87
196,2.1699333333333315,2.1799333333333313,HOLD,-0.6667,2.245,0.2644,30.08,44.1134,0,1,92
197,2.1799333333333313,2.189933333333331,HOLD,-1.0,-7.7342,,5.96,0.0449,0,1,92
198,2.189933333333331,2.199933333333331,HOLD,-1.3333,-17.7228,,4.5,0.0129,0,2,92
199,2.199933333333331,2.2099333333333306,HOLD,-0.6667,-27.7141,,4.08,0.0091,1,0,92
200,2.2099333333333306,2.2199333333333304,HOLD,-0.6667,4.9383,0.0558,15.25,42.6412,0,1,93
201,2.2199333333333304,2.22993333333333,HOLD,0.0,-5.0107,,4.21,0.0621,0,0,93
202,2.22993333333333,2.23993333333333,HOLD,-0.3333,-14.993,,2.79,0.0191,0,0,93
203,2.23993333333333,2.24993333333333,HOLD,0.0,-24.9879,,2.08,0.0058,0,0,93
204,2.24993333333333,2.2599333333333296,HOLD,-0.3333,6.5177,0.0679,14.38,41.4933,0,1,98
205,2.2599333333333296,2.2699333333333294,HOLD,-0.3333,-3.4717,,3.04,0.0219,0,0,98
206,2.2699333333333294,2.279933333333329,HOLD,-0.3333,-13.4651,,2.25,0.0075,0,0,98
207,2.279933333333329,2.289933333333329,HOLD,-0.6667,-23.4602,,2.25,0.0048,0,2,98
208,2.289933333333329,2.2999333333333287,HOLD,-1.3333,-33.4557,,2.29,0.0045,0,2,98
209,2.2999333333333287,2.3099333333333285,HOLD,-1.6667,-0.8935,0.0624,16.0,42.5486,0,1,101
210,2.3099333333333285,2.3199333333333283,HOLD,-1.3333,-10.8821,,3.21,0.0241,0,1,101
211,2.3199333333333283,2.329933333333328,HOLD,-0.3333,-20.8755,,2.37,0.0075,1,0,101
212,2.329933333333328,2.339933333333328,HOLD,0.0,-30.8703,,2.5,0.005,0,0,101
213,2.339933333333328,2.3499333333333277,HOLD,0.0,2.6583,0.4745,254.17,43.277,0,1,103
214,2.3499333333333277,2.3599333333333274,HOLD,0.0,-7.2081,,116.46,0.2712,1,0,103
215,2.3599333333333274,2.3699333333333272,HOLD,0.0,-17.1637,,12.0,0.1489,0,0,103
216,2.3699333333333272,2.379933333333327,HOLD,0.3333,-27.1565,,3.0,0.0162,0,0,103
217,2.379933333333327,2.389933333333327,HOLD,0.3333,3.9358,0.0573,14.79,41.0805,1,0,106
218,2.389933333333327,2.3999333333333266,HOLD,0.3333,-6.0275,,28.54,0.0229,0,0,106
219,2.3999333333333266,2.4099333333333264,HOLD,0.6667,-16.0203,,2.79,0.033,1,0,106
220,2.4099333333333264,2.419933333333326,HOLD,0.0,-26.0151,,2.5,0.0055,0,1,106
221,2.419933333333326,2.429933333333326,HOLD,0.3333,7.3099,0.1559,18.79,43.3087,1,0,109
222,2.429933333333326,2.4399333333333257,HOLD,-0.3333,-2.4777,,201.79,0.0294,0,1,109
223,2.4399333333333257,2.4499333333333255,HOLD,-0.3333,-12.4483,,14.83,0.2164,0,1,109
224,2.4499333333333255,2.4599333333333253,HOLD,-0.6667,-22.4378,,5.33,0.02,0,0,109
225,2.4599333333333253,2.469933333333325,HOLD,-0.3333,-32.4284,,4.87,0.0098,0,0,109
226,2.469933333333325,2.479933333333325,HOLD,0.3333,-0.0753,0.0567,17.33,42.3407,1,0,110
227,2.479933333333325,2.4899333333333247,HOLD,0.0,31.9231,0.0481,12.96,42.0027,0,1,111
228,2.4899333333333247,2.4999333333333245,HOLD,0.0,21.9373,,3.08,0.0241,0,0,111
229,2.4999333333333245,2.5099333333333242,HOLD,-0.3333,11.9444,,2.75,0.0074,0,0,111
230,2.5099333333333242,2.519933333333324,HOLD,0.0,1.9492,,2.08,0.0055,0,0,111
231,2.519933333333324,2.529933333333324,HOLD,0.0,-8.0464,,2.12,0.0043,0,0,111
232,2.529933333333324,2.5399333333333236,HOLD,-0.3333,25.171,0.037,9.96,43.2096,0,1,112
233,2.5399333333333236,2.5499333333333234,HOLD,-0.3333,15.1805,,3.17,0.0163,0,0,112
234,2.5499333333333234,2.559933333333323,HOLD,-0.3333,5.2059,,2.62,0.0259,0,0,112
235,2.559933333333323,2.569933333333323,HOLD,0.3333,37.4069,0.0975,25.75,42.1779,1,0,114
236,2.569933333333323,2.5799333333333228,HOLD,0.3333,27.4184,,3.33,0.0339,0,0,114
237,2.5799333333333228,2.5899333333333225,HOLD,0.3333,17.4253,,2.37,0.0078,0,0,114
238,2.5899333333333225,2.5999333333333223,HOLD,0.0,7.4306,,2.67,0.0051,0,0,114
239,2.5999333333333223,2.609933333333322,HOLD,0.0,-2.5647,,2.12,0.0052,0,0,114
240,2.609933333333322,2.619933333333322,HOLD,0.0,30.5854,0.055,14.54,43.1377,1,1,115
241,2.619933333333322,2.6299333333333217,HOLD,0.0,20.5966,,2.96,0.0228,0,0,115
242,2.6299333333333217,2.6399333333333215,HOLD,0.0,10.603,,2.25,0.007,0,0,115
243,2.6399333333333215,2.6499333333333213,HOLD,-0.3333,72.4125,0.1828,29.0,71.7828,0,1,117
244,2.6499333333333213,2.659933333333321,HOLD,-0.3333,62.4401,,13.17,0.0434,0,0,117
245,2.659933333333321,2.669933333333321,HOLD,-0.3333,52.4558,,8.54,0.0203,0,0,117
246,2.669933333333321,2.6799333333333206,HOLD,0.0,42.466,,5.21,0.0136,0,0,117
247,2.6799333333333206,2.6899333333333204,HOLD,0.0,33.8258,,1355.21,0.0098,0,0,117
248,2.6899333333333204,2.69993333333332,HOLD,0.3333,23.9094,,69.42,1.3694,1,0,117
249,2.69993333333332,2.70993333333332,HOLD,0.3333,14.1973,,279.17,0.0782,0,0,117
250,2.70993333333332,2.7199333333333198,HOLD,0.3333,4.2121,,5.04,0.2889,0,0,117
251,2.7199333333333198,2.7299333333333196,HOLD,0.3333,5.769,0.0718,13.75,11.5482,1,0,118
252,2.7299333333333196,2.7399333333333193,HOLD,0.0,38.2528,0.1031,31.33,42.4663,0,1,119
253,2.7399333333333193,2.749933333333319,HOLD,0.0,28.2862,,6.42,0.0583,0,0,119
254,2.749933333333319,2.759933333333319,HOLD,-0.3333,18.2978,,4.79,0.0132,0,0,119
255,2.759933333333319,2.7699333333333187,HOLD,0.0,8.3065,,4.13,0.0094,0,0,119
256,2.7699333333333187,2.7799333333333185,HOLD,0.0,-1.6852,,4.13,0.0083,0,0,119
257,2.7799333333333185,2.7899333333333183,HOLD,0.0,-11.6774,,3.79,0.0081,0,0,119
258,2.7899333333333183,2.799933333333318,HOLD,-0.3333,149.056,0.073,15.29,170.7219,0,1,122
259,2.799933333333318,2.809933333333318,HOLD,-0.3333,139.073,,3.37,0.029,0,0,122
260,2.809933333333318,2.8199333333333176,HOLD,-0.3333,129.0802,,2.33,0.0082,0,0,122
261,2.8199333333333176,2.8299333333333174,HOLD,0.0,119.0853,,2.42,0.005,0,0,122
262,2.8299333333333174,2.839933333333317,HOLD,0.0,109.0898,,2.04,0.0049,0,0,122
263,2.839933333333317,2.849933333333317,HOLD,0.0,99.0943,,2.04,0.0045,0,0,122
264,2.849933333333317,2.859933333333317,HOLD,0.0,89.0986,,2.04,0.0042,0,0,122
265,2.859933333333317,2.8699333333333166,HOLD,0.0,79.1029,,2.04,0.0043,0,0,122
266,2.8699333333333166,2.8799333333333164,HOLD,0.0,69.107,,1.96,0.0042,0,0,122
267,2.8799333333333164,2.889933333333316,HOLD,0.0,59.1112,,2.08,0.0042,0,0,122
268,2.889933333333316,2.899933333333316,HOLD,0.0,49.1154,,1.96,0.0043,0,0,122
269,2.899933333333316,2.9099333333333157,HOLD,0.0,39.1194,,1.92,0.004,0,0,122
270,2.9099333333333157,2.9199333333333155,HOLD,0.0,29.1245,,2.04,0.005,0,0,122
